"","datasetID","study","latbi","treatment","n"
"4211","acosta12","exp4","Gomphrena_perennis","storageType",1
"4212","brandel2005","exp1","Carex_pendula","storageType",1
"4213","brandel2005","exp1","Carex_remota","storageType",1
"4214","albrecht20","exp1","Solidago_albopilosa","storageType",1
"4215","albrecht20","exp2","Solidago_albopilosa","storageType",1
"4216","albrecht20","exp3","Solidago_albopilosa","storageType",1
"4217","bhatt00","exp 13","Myrica_esculenta","storageType",1
"4218","bhatt00","exp 12","Myrica_esculenta","storageType",1
"4219","bhatt00","exp 11","Myrica_esculenta","storageType",1
"4220","bhatt00","exp 10","Myrica_esculenta","storageType",1
"4221","bhatt00","exp 9","Myrica_esculenta","storageType",1
"4222","bhatt00","exp 8","Myrica_esculenta","storageType",1
"4223","bhatt00","exp 7","Myrica_esculenta","storageType",1
"4224","bhatt00","exp 6","Myrica_esculenta","storageType",1
"4225","bhatt00","exp 5","Myrica_esculenta","storageType",1
"4226","bhatt00","exp 4","Myrica_esculenta","storageType",1
"4227","bhatt00","exp 3","Myrica_esculenta","storageType",1
"4228","bhatt00","exp 2","Myrica_esculenta","storageType",1
"4229","bhatt00","exp 1","Myrica_esculenta","storageType",1
"4230","bhatt00","exp 0","Myrica_esculenta","storageType",1
"4231","beikmohammadi12","exp 1","Colutea_buhsei","storageType",1
"4232","boscagli01","exp 1","Satureja_montana","storageType",1
"4233","boscagli01","exp 2","Satureja_montana","storageType",1
"4234","boscagli01","exp 3","Satureja_montana","storageType",1
"4235","boscagli01","exp 4","Satureja_montana","storageType",1
"4236","boscagli01","exp 5","Satureja_montana","storageType",1
"4237","boscagli01","exp 6","Satureja_montana","storageType",1
"4238","borghetti86","exp 1","Pinus_leucodermis","storageType",1
"4239","basbag09","exp1","Capparis_ovata","storageType",NA
"4240","barros12","exp1","Prunus_azorica","storageType",NA
"4241","basaran12","exp1","Lathyrus_ochrus","storageType",1
"4242","basaran12","exp1","Lathyrus_hirsutus","storageType",1
"4243","basaran12","exp1","Lathyrus_aphaca","storageType",1
"4244","basaran12","exp1","Lathyrus_sphaericus","storageType",1
"4245","basaran12","exp1","Lathyrus_annuus","storageType",1
"4246","basaran12","exp1","Lathyrus_sativus","storageType",1
"4247","basaran12","exp1","Vicia_lutea","storageType",1
"4248","basaran12","exp1","Vicia_bithynica","storageType",1
"4249","basaran12","exp1","Vicia_narbonensis","storageType",1
"4250","jabarzare11","exp1","Artemisia_sieberi","storageType",NA
"4251","jacquemart21","exp1","Juniperus_communis","storageType",NA
"4252","jang22","exp1","Veronicastrum_sibiricum","storageType",1
"4253","javanmard14","exp1","Prunus_avium","storageType",NA
"4254","jensen97","exp1","Abies_nordmanniana","storageType",NA
"4255","jiro10","exp1","Betula_platyphylla","storageType",NA
"4256","jiro10","exp1","Betula_ermanii","storageType",NA
"4257","jusung16","exp1","Thalictrum_rochebrunianum","storageType",NA
"4258","kamareh12","exp1","Pyrus_glabra","storageType",NA
"4259","karlsson08","exp1","Bidens_pilosa","storageType",1
"4260","karlsson08","exp1","Galinsoga_parviflora","storageType",1
"4261","karlsson08","exp1","Guizotia_scabra","storageType",1
"4262","karlsson08","exp1","Parthenium_hysterophorus","storageType",1
"4263","karlsson08","exp1","Tagetes_minuta","storageType",1
"4264","karlsson08","exp1","Verbesina_encelioides","storageType",1
"4265","kato11","exp1","Trapella_sinensis","storageType",NA
"4266","kazaz10","exp1","Rosa_damascena","storageType",1
"4267","keshtkar08","exp1","Astragalus_cyclophyllon","storageType",1
"4268","kettenring07","exp1","Carex_brevior","storageType",1
"4269","kettenring07","exp1","Carex_comosa","storageType",1
"4270","kettenring07","exp1","Carex_cristatella","storageType",1
"4271","kettenring07","exp1","Carex_cryptolepis","storageType",1
"4272","kettenring07","exp1","Carex_granularis","storageType",1
"4273","kettenring07","exp1","Carex_hystericina","storageType",1
"4274","kettenring07","exp1","Carex_lacustris","storageType",1
"4275","kettenring07","exp1","Carex_scoparia","storageType",1
"4276","kettenring07","exp1","Carex_stipata","storageType",1
"4277","kettenring07","exp1","Carex_stricta","storageType",1
"4278","kettenring07","exp1","Carex_utriculata","storageType",1
"4279","kettenring07","exp1","Carex_vulpinoidea","storageType",1
"4280","lo19","exp1","Asparagus_acutifolius","storageType",1
"4281","ma18","exp1","Anigozanthos_flavidus","storageType",1
"4282","ma03","exp1","Abies_amabilis","storageType",1
"4283","ma03","exp1","Abies_lasiocarpa","storageType",1
"4284","ma03","exp1","Abies_grandis","storageType",1
"4285","ma03","exp1","Abies_procera","storageType",1
"4286","mattana16","exp1","Clinopodium_sandalioticum","storageType",NA
"4287","meena06","exp1","Selinum_wallichianum","storageType",1
"4288","meyer94","exp1","Penstemon_comarrhenus","storageType",NA
"4289","meyer94","exp1","Penstemon_cyananthus","storageType",NA
"4290","meyer94","exp1","Penstemon_cyaneus","storageType",NA
"4291","meyer94","exp1","Penstemon_cyanocaulis","storageType",NA
"4292","meyer94","exp1","Penstemon_fremontii","storageType",NA
"4293","meyer94","exp1","Penstemon_laevis","storageType",NA
"4294","meyer94","exp1","Penstemon_leiophyllus","storageType",NA
"4295","meyer94","exp1","Penstemon_perpulcher","storageType",NA
"4296","meyer94","exp1","Penstemon_scariosus","storageType",NA
"4297","meyer94","exp1","Penstemon_speciosus","storageType",NA
"4298","meyer94","exp1","Penstemon_strictus","storageType",NA
"4299","meyer94","exp1","Penstemon_subglaber","storageType",NA
"4300","meyer95","exp1","Penstemon_ambiguus","storageType",NA
"4301","meyer95","exp1","Penstemon_linarioides","storageType",NA
"4302","meyer95","exp1","Penstemon_dolius","storageType",NA
"4303","meyer95","exp1","Penstemon_goodrichii","storageType",NA
"4304","meyer95","exp1","Penstemon_moffattii","storageType",NA
"4305","meyer95","exp1","Penstemon_acuminatus","storageType",NA
"4306","meyer95","exp1","Penstemon_pachyphyllus","storageType",NA
"4307","meyer95","exp1","Penstemon_confusus","storageType",NA
"4308","meyer95","exp1","Penstemon_utahensis","storageType",NA
"4309","martinik14","exp1","Pseudotsuga_menziesii","storageType",NA
"4310","muller03","exp1","Fagus_sylvatica","storageType",1
"4311","na11","exp1","Tilia_amurensis","storageType",NA
"4312","onen20","exp1","Ambrosia_artemisiifolia","storageType",1
"4313","ordonez-salanueva15","exp1","Polaskia_chende","storageType",1
"4314","ordonez-salanueva15","exp1","Polaskia_chichipe","storageType",1
"4315","panayotova15","exp1","Betonica_bulgarica","storageType",1
"4316","parmenter96","exp1","Echinacea_angustifolia","storageType",NA
"4317","parmenter96","exp1","Echinacea_purpurea","storageType",NA
"4318","parmenter96","exp2","Echinacea_angustifolia","storageType",NA
"4319","parvin15","exp1","Juglans_nigra","storageType",NA
"4320","phondani10","exp1","Betula_utilis","storageType",NA
"4321","picciau19","exp1","Helichrysum_microphyllum","storageType",1
"4322","picciau17","exp1","Clematis_vitalba","storageType",NA
"4323","airi2009","exp1","Hippophae_salicifolia","storageType",1
"4324","aldridge1992","exp1","Porteresia_coarctata","storageType",1
"4325","aldridge1992","exp2","Zizania_palustris","storageType",1
"4326","aldridge1992","exp3","Zizania_palustris","storageType",1
"4327","aldridge1992","exp4","Zizania_palustris","storageType",1
"4328","aldridge1992","exp5","Zizania_palustris","storageType",1
"4329","aldridge1992","exp6","Zizania_palustris","storageType",1
"4330","aldridge1992","exp7","Zizania_palustris","storageType",1
"4331","aldridge1998","exp8","Zizania_palustris","storageType",1
"4332","aldridge1992","exp3","Porteresia_coarctata","storageType",1
"4333","aldridge1992","exp4","Porteresia_coarctata","storageType",1
"4334","alptekin2002","exp1","Quercus_libani","storageType",1
"4335","amini2018","exp1","Tilia_rubra","storageType",1
"4336","amini2018","exp2","Tilia_rubra","storageType",1
"4337","chen15","exp1","Acer_morrisonense","storageType",2
"4338","chen06","exp1","Neolitsea_acuminatissima","storageType",1
"4339","chichizola18","exp1","Oenothera_odorata","storageType",2
"4340","chien10","exp1","Daphniphyllum_glaucescens","storageType",1
"4341","chien10","exp2","Daphniphyllum_glaucescens","storageType",NA
"4342","chien10","exp3","Daphniphyllum_glaucescens","storageType",NA
"4343","chien10","exp4","Daphniphyllum_glaucescens","storageType",1
"4344","chien11","exp1","Ilex_maximowicziana","storageType",1
"4345","chien11","exp2","Ilex_maximowicziana","storageType",1
"4346","chien11","exp3","Ilex_maximowicziana","storageType",1
"4347","cho18","exp1","Cicuta_virosa","storageType",1
"4348","cho18","exp2","Cicuta_virosa","storageType",1
"4349","chuanren04","exp1","Echinacea_angustifolia","storageType",1
"4350","chuanren04","exp2","Echinacea_angustifolia","storageType",1
"4351","chuanren04","exp3","Echinacea_angustifolia","storageType",1
"4352","cicek08","exp1","Pterocarya_fraxinifolia","storageType",1
"4353","conversa09","exp1","Asparagus_acutifolius","storageType",1
"4354","crank92","exp1","Thymophylla_tephroleuca","storageType",1
"4355","crank92","exp2","Thymophylla_tephroleuca","storageType",1
"4356","crank92","exp3","Thymophylla_tephroleuca","storageType",1
"4357","cuena-lombrana18","exp1","Gentiana_lutea","storageType",NA
"4358","deb17","exp1","Berberis_manipurana","storageType",1
"4359","deb17","exp2","Berberis_manipurana","storageType",1
"4360","dehgan84","exp1","Nandina_domestica","storageType",NA
"4361","cousins10","exp1","Vitex_rotundifolia","storageType",1
"4362","dalling99","exp1","Combretum_bracteosum","storageType",NA
"4363","dalling99","exp2","Combretum_bracteosum","storageType",NA
"4364","dalling99","exp3","Combretum_bracteosum","storageType",NA
"4365","dalling99","exp4","Combretum_bracteosum","storageType",NA
"4366","naseri18","exp1","Acer_hyrcanum","storageType",1
"4367","naseri18","exp2","Acer_hyrcanum","storageType",1
"4368","naumovski05","exp1","Degenia_velebitica","storageType",1
"4369","naumovski05","exp2","Degenia_velebitica","storageType",1
"4370","naumovski05","exp3","Degenia_velebitica","storageType",1
"4371","naumovski05","exp4","Degenia_velebitica","storageType",1
"4372","nawrot-chorabik21","exp1","Pinus_sylvestris","storageType",1
"4373","necajeva13","exp1","Eryngium_maritimum","storageType",NA
"4374","nin17","exp1","Vaccinium_myrtillus","storageType",NA
"4375","sacande04","exp1","Prunus_africana","storageType",1
"4376","sacande04","exp2","Prunus_africana","storageType",1
"4377","sacande04","exp3","Prunus_africana","storageType",1
"4378","sacande04","exp4","Prunus_africana","storageType",1
"4379","schutz02","exp1","Carex_ferruginea","storageType",1
"4380","schutz02","exp1","Carex_frigida","storageType",1
"4381","schutz02","exp2","Carex_ferruginea","storageType",1
"4382","schutz02","exp2","Carex_frigida","storageType",1
"4383","schutz02","exp3","Carex_ferruginea","storageType",1
"4384","schutz02","exp3","Carex_frigida","storageType",1
"4385","saeed16","exp1","Pinus_canariensis","storageType",NA
"4386","saeed16","exp2","Pinus_roxburghii","storageType",1
"4387","saeed16","exp5","Pinus_wallichiana","storageType",NA
"4388","mattana09","exp1","Rhamnus_persicifolia","storageType",1
"4389","mattana09","exp2","Rhamnus_persicifolia","storageType",1
"4390","olmez08","exp1","Colutea_armena","storageType",1
"4391","olmez08","exp2","Colutea_armena","storageType",1
"4392","olmez08","exp3","Colutea_armena","storageType",1
"4393","olmez08","exp1","Cotinus_coggygria","storageType",1
"4394","olmez08","exp2","Cotinus_coggygria","storageType",1
"4395","paolini01","exp1","Sinapis_arvensis","storageType",1
"4396","omar21","exp1","Ziziphus_spina-christi","storageType",NA
"4397","omar21","exp2","Ziziphus_spina-christi","storageType",NA
"4398","nasri14","exp1","Alstroemeria_ligtu","storageType",NA
"4399","santos19","exp1","Baccharis_dracunculifolia","storageType",1
"4400","al-absi10","exp2","Prunus_mahaleb","storageType",1
"4401","al-absi10","exp3","Prunus_mahaleb","storageType",1
"4402","mulaudzi09","exp1","Alepidea_amatymbica","storageType",1
"4403","mulaudzi09","exp1","Alepidea_natalensis","storageType",1
"4404","mulaudzi09","exp2","Alepidea_natalensis","storageType",1
"4405","lee21","exp1","Thalictrum_uchiyamae","storageType",NA
"4406","brenchley98","exp1","Zostera_capricorni","storageType",1
"4407","brenchley98","exp2","Zostera_capricorni","storageType",1
"4408","brenchley98","exp3","Zostera_capricorni","storageType",1
"4409","brenchley98","exp4","Zostera_capricorni","storageType",1
"4410","brenchley98","exp5","Zostera_capricorni","storageType",1
"4411","bungard97","exp1","Clematis_vitalba","storageType",1
"4412","bungard97","exp2","Clematis_vitalba","storageType",1
"4413","bungard97","exp3","Clematis_vitalba","storageType",1
"4414","bungard97","exp4","Clematis_vitalba","storageType",1
"4415","lee06","exp1","Astragalus_sinicus","storageType",1
"4416","lee06","exp2","Astragalus_sinicus","storageType",1
"4417","bytnerowicz14","exp1","Zannichellia_palustris","storageType",1
"4418","bytnerowicz14","exp2","Zannichellia_palustris","storageType",1
"4419","bytnerowicz14","exp3","Zannichellia_palustris","storageType",1
"4420","rizwan18","exp1","Jatropha_curcas","storageType",NA
"4421","grose57","exp1","Eucalyptus_kybeanensis","storageType",NA
"4422","grose57","exp2","Eucalyptus_delegatensis","storageType",NA
"4423","grose57","exp2","Eucalyptus_niphophila","storageType",NA
"4424","grose57","exp3","Eucalyptus_delegatensis","storageType",NA
"4425","grose57","exp3","Eucalyptus_niphophila","storageType",NA
"4426","grose57","exp4","Eucalyptus_andreana","storageType",NA
"4427","grose57","exp5","Eucalyptus_delegatensis","storageType",1
"4428","grose57","exp6","Eucalyptus_andreana","storageType",NA
"4429","grose57","exp6","Eucalyptus_chapmaniana","storageType",NA
"4430","grose57","exp6","Eucalyptus_fastigata","storageType",NA
"4431","grose57","exp6","Eucalyptus_kybeanensis","storageType",NA
"4432","grose57","exp6","Eucalyptus_mitchelliana","storageType",NA
"4433","grose57","exp6","Eucalyptus_nitens","storageType",NA
"4434","grose57","exp6","Eucalyptus_pauciflora","storageType",NA
"4435","grose57","exp6","Eucalyptus_perriniana","storageType",NA
"4436","grose57","exp6","Eucalyptus_regnans","storageType",NA
"4437","maithani90","exp1","Aesculus_indica","storageType",NA
"4438","castro95","exp1","Grindelia_glutinosa","storageType",NA
"4439","castro95","exp1","Grindelia_tarapacana","storageType",NA
"4440","castro95","exp2","Grindelia_glutinosa","storageType",NA
"4441","castro95","exp2","Grindelia_tarapacana","storageType",NA
"4442","castro95","exp3","Grindelia_glutinosa","storageType",1
"4443","castro95","exp3","Grindelia_tarapacana","storageType",1
"4444","he09","exp1","Anisodus_tanguticus","storageType",1
"4445","huang14","exp1","Nymphoides_peltata","storageType",NA
"4446","huang14","exp2","Nymphoides_peltata","storageType",1
"4447","huang14","exp3","Nymphoides_peltata","storageType",1
"4448","huang14","exp4","Nymphoides_peltata","storageType",1
"4449","middleton96","exp1","Banksia_saxicola","storageType",NA
"4450","millaku12","exp1","Gentiana_lutea","storageType",NA
"4451","moradi12","exp1","Dracocephalum_kotschyi","storageType",NA
"4452","nkomo09","exp1","Corchorus_olitorius","storageType",NA
"4453","nkomo09","exp2","Corchorus_olitorius","storageType",NA
"4454","nkomo09","exp3","Corchorus_olitorius","storageType",NA
"4455","nkomo09","exp4","Corchorus_olitorius","storageType",NA
"4456","nkomo09","exp5","Corchorus_olitorius","storageType",NA
"4457","nkomo09","exp6","Corchorus_olitorius","storageType",NA
"4458","nurse08","exp1","Atriplex_patula","storageType",NA
"4459","okay11","exp1","Centaurea_tchihatcheffii","storageType",NA
"4460","olmez09","exp1","Colutea_armena","storageType",1
"4461","olmez07","exp1","Colutea_armena","storageType",1
"4462","olmez17","exp1","Hippophae_rhamnoides","storageType",1
"4463","pipinis09","exp1","Jasminum_fruticans","storageType",1
"4464","pipinis20","exp1","Corylus_avellana","storageType",1
"4465","pliszko18","exp1","Solidago_niederederi","storageType",1
"4466","pliszko18","exp1","Solidago_canadensis","storageType",1
"4467","pliszko18","exp1","Solidago_virgaurea","storageType",1
"4468","pritchard93","exp1","Arum_maculatum","storageType",1
"4469","prknova15","exp1","Sorbus_domestica","storageType",1
"4470","prknova15","exp2","Sorbus_domestica","storageType",1
"4471","prknova15","exp3","Sorbus_domestica","storageType",1
"4472","pipinis12","exp1","Carpinus_betulus","storageType",1
"4473","pipinis12","exp1","Carpinus_orientalis","storageType",1
"4474","pipinis12","exp2","Carpinus_betulus","storageType",1
"4475","pipinis12","exp2","Carpinus_orientalis","storageType",1
"4476","rafiq21","exp1","Aconitum_chasmanthum","storageType",NA
"4477","rahnama-ghahfarokhi07","exp1","Ferula_gummosa","storageType",NA
"4478","raisi13","exp1","Ferula_assa-foetida","storageType",NA
"4479","ranil15","exp1","Solanum_torvum","storageType",NA
"4480","roh08","exp1","Corylopsis_coreana","storageType",1
"4481","roh08","exp1","Corylopsis_sinensis","storageType",1
"4482","romero05","exp2","Echinacea_angustifolia","storageType",NA
"4483","romero05","exp2","Echinacea_purpurea","storageType",NA
"4484","romero05","exp2","Echinacea_pallida","storageType",NA
"4485","romero05","exp3","Echinacea_spp.","storageType",NA
"4486","rostamipoor20","exp1","Astragalus_cyclophyllos","storageType",NA
"4487","rouhi13","exp1","Adonis_vernalis","storageType",NA
"4488","rouhi12","exp1","Ferula_gummosa","storageType",NA
"4489","rubin18","exp1","Mimulus_guttatus","storageType",1
"4490","surya17","exp1","Emblica_officinalis","storageType",NA
"4491","tabatabaeian18","exp1","Kelussia_odoratissima","storageType",NA
"4492","tang21","exp1","Acer_cinnamomifolium","storageType",NA
"4493","teimouri13","exp1","Hymenocrater_platystegius","storageType",NA
"4494","thomsen02","exp1","Fagus_sylvatica","storageType",NA
"4495","tylkowski91","exp1","Cornus_mas","storageType",NA
"4496","tylkowski91","exp2","Cornus_mas","storageType",NA
"4497","tylkowski91","exp3","Cornus_mas","storageType",NA
"4498","tylkowski91","exp 1, 2, 3","Cornus_mas","storageType",NA
"4499","tylkowski10","exp1","Hippophae_rhamnoides","storageType",1
"4500","tylkowski09","exp1","Juniperus_communis","storageType",NA
"4501","tylkowski07","exp1","Rhamnus_catharticus","storageType",1
"4502","ucler18","exp1","Picea_orientalis","storageType",1
"4503","wytsalucy21","exp1","Cleome_serrulata","storageType",1
"4504","wytsalucy21","exp2","Cleome_serrulata","storageType",1
"4505","wytsalucy21","exp3","Cleome_serrulata","storageType",1
"4506","wytsalucy21","exp4","Cleome_serrulata","storageType",1
"4507","yan16","exp1 ","Daphne_giraldii","storageType",1
"4508","yan16","exp2","Daphne_giraldii","storageType",1
"4509","yan16","exp3","Daphne_giraldii","storageType",1
"4510","yang18_1","exp1","Maackia_taiwanensis","storageType",NA
"4511","yang18_2","exp1","Pasania_glabra","storageType",1
"4512","yang18_3","exp1","Scaevola_taccada","storageType",NA
"4513","yang10","exp1","Scolopia_oldhamii","storageType",NA
"4514","yaqoob17","exp1","Ferula_jaeschkeana","storageType",NA
"4515","yeom21","exp1","Glehnia_littoralis","storageType",1
"4516","yin09","exp1","Ottelia_alismoides","storageType",NA
"4517","yuan21","exp1","Pulsatilla_cernua","storageType",1
"4518","yurteri21","exp1","Echinacea_purpurea","storageType",NA
"4519","yurteri21","exp1","Echinacea_angustifolia","storageType",NA
"4520","yusefi-tanha19","exp1","Vicia_villosa","storageType",NA
"4521","zadeh15","exp1","Echinacea_purpurea","storageType",1
"4522","zadeh15","exp2","Echinacea_purpurea","storageType",1
"4523","zardari19","exp1","Ferula_gummosa","storageType",1
"4524","zardari19","exp2","Ferula_gummosa","storageType",1
"4525","zardari19","exp3","Ferula_gummosa","storageType",1
"4526","zare11","exp1","Ferula_assa-foetida","storageType",NA
"4527","carpenter92","exp1","Coreopsis_lanceolata","storageType",NA
"4528","carpenter92","exp2","Coreopsis_lanceolata","storageType",NA
"4529","carpenter92","exp3","Coreopsis_lanceolata","storageType",1
"4530","carpenter92","exp4","Coreopsis_lanceolata","storageType",1
"4531","arslan11","exp1","Androsace_villosa","storageType",1
"4532","downie91","exp1","Pinus_strobus","storageType",1
"4533","downie91","exp2","Pinus_strobus","storageType",1
"4534","edwards73_1","exp1","Tsuga_heterophylla","storageType",1
"4535","edwards73_2","exp1","Tsuga_heterophylla","storageType",NA
"4536","farhadi13","exp1","Acer_velutinum","storageType",NA
"4537","erken21","exp1","Verbascum_yurtkuranianum","storageType",2
"4538","erken21","exp2","Verbascum_yurtkuranianum","storageType",NA
"4539","erken21","exp3","Verbascum_yurtkuranianum","storageType",1
"4540","erken21","exp4","Verbascum_yurtkuranianum","storageType",1
"4541","feng18","exp1","Ginkgo_biloba","storageType",1
"4542","feng18","exp2","Ginkgo_biloba","storageType",1
"4543","feng18","exp3","Ginkgo_biloba","storageType",1
"4544","madeiras07","exp1","Phlox_pilosa","storageType",1
"4545","madeiras07","exp4","Phlox_pilosa","storageType",NA
"4546","madeiras07","exp5","Phlox_pilosa","storageType",NA
"4547","marcello15","exp1","Jatropha_curcas","storageType",1
"4548","esmaeili09","exp1","Carex_divisa","storageType",1
"4549","esmaeili09","exp2","Carex_divisa","storageType",1
"4550","esmaeili09","exp3","Carex_divisa","storageType",1
"4551","etemadi10","exp1","Kelussia_odoratissima","storageType",NA
"4552","markovic19","exp1","Acer_capillipes","storageType",1
"4553","seng20","exp1","Dalbergia_cochinchinensis","storageType",NA
"4554","mamut20","exp1","Leontice_incerta","storageType",1
"4555","mamut20","exp2","Leontice_incerta","storageType",NA
"4556","mamut20","exp3","Leontice_incerta","storageType",NA
"4557","shahi-gharahlar12","exp1","Eriobotrya_japonica","storageType",NA
"4558","shahi-gharahlar12","exp2","Eriobotrya_japonica","storageType",NA
"4559","shahi-gharahlar12","exp3","Eriobotrya_japonica","storageType",NA
"4560","shahi-gharahlar12","exp4","Eriobotrya_japonica","storageType",NA
"4561","shahi-gharahlar12","exp5","Eriobotrya_japonica","storageType",NA
"4562","shahi-gharahlar12","exp6","Eriobotrya_japonica","storageType",NA
"4563","shahi-gharahlar12","exp7","Eriobotrya_japonica","storageType",NA
"4564","shahi-gharahlar12","exp8","Eriobotrya_japonica","storageType",NA
"4565","shahi-gharahlar12","exp9","Eriobotrya_japonica","storageType",NA
"4566","shahi-gharahlar12","exp10","Eriobotrya_japonica","storageType",NA
"4567","shahi-gharahlar12","exp11","Eriobotrya_japonica","storageType",NA
"4568","shahi-gharahlar12","exp12","Eriobotrya_japonica","storageType",NA
"4569","shahi-gharahlar12","exp13","Eriobotrya_japonica","storageType",NA
"4570","shahi-gharahlar12","exp14","Eriobotrya_japonica","storageType",NA
"4571","shahi-gharahlar12","exp15","Eriobotrya_japonica","storageType",NA
"4572","shahi-gharahlar12","exp16","Eriobotrya_japonica","storageType",NA
"4573","shahi-gharahlar12","exp17","Eriobotrya_japonica","storageType",NA
"4574","shahi-gharahlar12","exp18","Eriobotrya_japonica","storageType",NA
"4575","shahi-gharahlar12","exp19","Eriobotrya_japonica","storageType",NA
"4576","shahi-gharahlar12","exp20","Eriobotrya_japonica","storageType",NA
"4577","shahi-gharahlar12","exp21","Eriobotrya_japonica","storageType",NA
"4578","shahi-gharahlar12","exp22","Eriobotrya_japonica","storageType",NA
"4579","shahi-gharahlar12","exp23","Eriobotrya_japonica","storageType",NA
"4580","shahi-gharahlar12","exp24","Eriobotrya_japonica","storageType",NA
"4581","shahi-gharahlar12","exp25","Eriobotrya_japonica","storageType",NA
"4582","shahi-gharahlar12","exp26","Eriobotrya_japonica","storageType",NA
"4583","shahi-gharahlar12","exp27","Eriobotrya_japonica","storageType",NA
"4584","shahi-gharahlar12","exp28","Eriobotrya_japonica","storageType",NA
"4585","shahi-gharahlar12","exp29","Eriobotrya_japonica","storageType",NA
"4586","shahi-gharahlar12","exp30","Eriobotrya_japonica","storageType",NA
"4587","wickens01","exp1","Combretum_erythrophyllum","storageType",NA
"4588","wickens01","exp2","Combretum_erythrophyllum","storageType",NA
"4589","wickens01","exp3","Combretum_erythrophyllum","storageType",NA
"4590","wickens01","exp4","Combretum_erythrophyllum","storageType",NA
"4591","sharma03","exp1","Prunus_persica","storageType",NA
"4592","wang09","exp1","Vitis_amurensis","storageType",NA
"4593","watanabe02","exp1","Nicandra_physalodes","storageType",1
"4594","watanabe02","exp2","Nicandra_physalodes","storageType",1
"4595","werner13","exp1","Crambe_abyssinica","storageType",1
"4596","watanabe22","exp1","Rhododendron_uwaense","storageType",NA
"4597","washitani89","exp1","Taraxacum_platycarpum","storageType",1
"4598","washitani89","exp2","Taraxacum_platycarpum","storageType",1
"4599","scocco98","exp1","Amsonia_tabernaemontana","storageType",1
"4600","washitani85","exp1","Geranium_carolinianum","storageType",1
"4601","washitani85","exp2","Geranium_carolinianum","storageType",1
"4602","fetouh14","exp1","Magnolia_grandiflora","storageType",NA
"4603","zhou03","exp1","Paris_polyphylla","storageType",1
"4604","zhou03","exp2","Paris_polyphylla","storageType",1
"4605","zhou03","exp3","Paris_polyphylla","storageType",1
"4606","zhou08","exp1","Rosa_soulieana","storageType",2
"4607","zhou08","exp2","Rosa_soulieana","storageType",1
"4608","zhou08","exp3","Rosa_soulieana","storageType",1
"4609","yang08","exp1","Litsea_coreana","storageType",1
"4610","yang08","exp2","Litsea_coreana","storageType",1
"4611","yang08","exp3","Litsea_coreana","storageType",1
"4612","yang08","exp4","Litsea_coreana","storageType",1
"4613","yang08","exp5","Litsea_coreana","storageType",1
"4614","yang20","exp1","Primula_beesiana","storageType",1
"4615","yang20","exp2","Primula_beesiana","storageType",1
"4616","yang20","exp3","Primula_beesiana","storageType",1
"4617","yang20","exp4","Primula_beesiana","storageType",1
"4618","yang16","exp1","Vaccinium_arboreum","storageType",NA
"4619","joshi03","exp1","Heracleum_candicans","storageType",1
"4620","barnhill82","exp1","Paulownia_tomentosa","storageType",1
"4621","zulfiqar15","exp 1","Quercus_glauca","storageType",1
"4622","zlesak07","exp 1","Heliopsis_helianthoides","storageType",1
"4623","zlesak07","exp 2","Heliopsis_helianthoides","storageType",1
"4624","zlesak07","exp 3","Heliopsis_helianthoides","storageType",1
"4625","zlesak07","exp 4","Heliopsis_helianthoides","storageType",1
"4626","zlesak07","exp 5","Heliopsis_helianthoides","storageType",1
"4627","zlesak07","exp 6 ","Heliopsis_helianthoides","storageType",1
"4628","zlesak07","exp 6","Heliopsis_helianthoides","storageType",1
"4629","zlesak07","exp 7","Heliopsis_helianthoides","storageType",1
"4630","li17","exp 1","Distylium_chinense","storageType",4
"4631","li21","exp 1","Tamarix_ramosissima","storageType",1
"4632","li21","exp 2","Tamarix_ramosissima","storageType",1
"4633","li21","exp 3","Tamarix_ramosissima","storageType",2
"4634","li21","exp 4","Tamarix_ramosissima","storageType",1
"4635","li11","exp 1","Atriplex_centralasiatica","storageType",1
"4636","li11","exp 1 ","Atriplex_centralasiatica","storageType",1
"4637","li11","exp 2","Atriplex_centralasiatica","storageType",1
"4638","li11","exp 3","Atriplex_centralasiatica","storageType",1
"4639","harrison14","exp 1","Eucalyptus_ovata","storageType",1
"4640","yang14","exp 1 ","Galax_urceolata","storageType",NA
"4641","yang14","exp 1","Galax_urceolata","storageType",NA
"4642","alhelal96","exp1","Rumex_dentatus","storageType",1
"4643","alhelal96","exp2","Rumex_dentatus","storageType",1
"4644","batlla03","exp2","Polygonum_aviculare","storageType",1
"4645","batlla03","exp1","Polygonum_aviculare","storageType",1
"4646","battaglia97","exp1","Eucalyptus_delegatensis","storageType",NA
"4647","battaglia97","exp2","Eucalyptus_delegatensis","storageType",NA
"4648","battaglia97","exp3","Eucalyptus_delegatensis","storageType",NA
"4649","battaglia93","exp1","Eucalyptus_delegatensis","storageType",NA
"4650","battaglia93","exp3","Eucalyptus_delegatensis","storageType",NA
"4651","battaglia93","exp2","Eucalyptus_delegatensis","storageType",NA
"4652","battaglia93","exp4","Eucalyptus_delegatensis","storageType",NA
"4653","battaglia93","exp5","Eucalyptus_delegatensis","storageType",NA
"4654","battaglia93","exp6","Eucalyptus_delegatensis","storageType",NA
"4655","bibby53","exp1","Pinus_strobus","storageType",1
"4656","bibby53","exp2","Pinus_strobus","storageType",1
